 -----------------------------------------------------------------------

                        WAMIT  Version 7.201(x64)      

     Copyright (c) 1999-2017 WAMIT Incorporated                        
     Copyright (c) 1998 Massachusetts Institute of Technology          

 -----------------------------------------------------------------------

     The WAMIT software performs computations of wave interactions with
     floating or submerged vessels.  WAMIT is a registered trademark of
     WAMIT Incorporated.  This copy of the WAMIT software is licensed to 

            Sandia National Laboratories                    
            1515 Eubank SE                                  
            Bldg 957                                        
            Albuquerque , NM 87123                          
            United States                                   
             
     for end use at the above site.        Release date: 06 Mar 2017

 -----------------------------------------------------------------------


 Low-order panel method  (ILOWHI=0)                                     
                                                                        
 Input from Geometric Data File:         cube_70.gdf                    
 GDF file created by cubit version 16.12.0                              
                                                                        
 Input from Potential Control File:      cube_70.pot                    
 ! Variable hydrodynamics - bottom-louvered cube at 70 degrees open     
                                                                        
                                                                        
 POTEN run date and starting time:        05-Mar-2025  --  11:25:10     
    0.3360    11:25:12          -1      -1                              
    0.3342    11:25:12          -1      -1                              
    0.3324    11:25:12          -1      -1                              
    0.3307    11:25:12          -1      -1                              
    0.3290    11:25:12          -1      -1                              
    0.3272    11:25:12          -1      -1                              
    0.3256    11:25:12          -1      -1                              
    0.3239    11:25:12          -1      -1                              
    0.3222    11:25:12          -1      -1                              
    0.3206    11:25:12          -1      -1                              
    0.3189    11:25:12          -1      -1                              
    0.3173    11:25:12          -1      -1                              
    0.3157    11:25:12          -1      -1                              
    0.3142    11:25:12          -1      -1                              

 Gravity:     9.80665                Length scale:        1.00000
 Water depth:        infinite       Water density:     1000.00000
 Logarithmic singularity index:              ILOG =     1
 Source formulation index:                   ISOR =     0
 Diffraction/scattering formulation index: ISCATT =     1
 Number of blocks used in linear system:   ISOLVE =     1
 Number of unknowns in linear system:        NEQN =   304

 BODY PARAMETERS:

 Total panels:    1216  Waterline panels:      0  Symmetries:  X=0,Y=0    
 Irregular frequency index: IRR = 0
 Dipole panels:    1216

 XBODY =    0.0000 YBODY =    0.0000 ZBODY =   -4.5000 PHIBODY =   0.0
 Volumes (VOLX,VOLY,VOLZ):           0.00000      0.00000      0.00000    
 Center of Buoyancy (Xb,Yb,Zb):     0.000000     0.000000     4.500000
 Hydrostatic and gravitational restoring coefficients: 
 C(3,3),C(3,4),C(3,5):   0.0000       0.0000       0.0000    
 C(4,4),C(4,5),C(4,6):                0.0000       0.0000       0.0000    
        C(5,5),C(5,6):                             0.0000       0.0000    
 Center of Gravity  (Xg,Yg,Zg):     0.000000     0.000000    -4.500000


 ------------------------------------------------------------------------
                            Output from  WAMIT
 ------------------------------------------------------------------------
 FORCE run date and starting time:                05-Mar-2025 -- 11:25:13
 ------------------------------------------------------------------------
 I/O Files:           cube_70.frc         cube_70.p2f         cube_70.out
 ! Variable hydrodynamics - bottom-louvered cube at 70 degrees open

 
 ************************************************************************

 Wave period = infinite                                 Wavenumber = zero 
 ------------------------------------------------------------------------


    ADDED-MASS COEFFICIENTS
     I     J         A(I,J)

     1     1   5.119003E+01
     1     5  -2.586668E+01
     2     2   3.183020E+01
     2     4  -1.191612E-01
     3     3   1.390899E+00
     4     2  -1.253493E-01
     4     4   1.261869E+01
     5     1  -2.588188E+01
     5     5   4.891106E+01
     6     6   2.166345E+01


 ************************************************************************

 Wave period = zero                                 Wavenumber = infinite 
 ------------------------------------------------------------------------


    ADDED-MASS COEFFICIENTS
     I     J         A(I,J)

     1     1   5.084150E+01
     1     5  -2.576966E+01
     2     2   3.165284E+01
     2     4  -9.946799E-02
     3     3   1.390344E+00
     4     2  -1.050003E-01
     4     4   1.261584E+01
     5     1  -2.576938E+01
     5     5   4.887593E+01
     6     6   2.166335E+01


 ************************************************************************

 Wave period (sec) =  6.283186E+01        Wavenumber (kL) =  1.019716E-03
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.119194E+01   6.872875E-07
     1     5  -2.586732E+01  -3.466524E-07
     2     2   3.183111E+01   2.661242E-07
     2     4  -1.192378E-01  -1.097059E-09
     3     3   1.390906E+00   1.020168E-09
     4     2  -1.254268E-01  -1.148711E-09
     4     4   1.261870E+01   4.735412E-12
     5     1  -2.588253E+01  -3.468569E-07
     5     5   4.891129E+01   1.749468E-07
     6     6   2.166345E+01   1.193882E-15




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   5.192302E-02             90
     2   0.000000E+00             90
     3   1.417787E-03            180
     4   0.000000E+00             90
     5   2.620425E-02            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  3.141593E+01        Wavenumber (kL) =  4.078865E-03
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.119788E+01   4.260796E-05
     1     5  -2.586944E+01  -2.137183E-05
     2     2   3.183399E+01   1.657082E-05
     2     4  -1.194538E-01  -8.713268E-08
     3     3   1.390926E+00   6.424428E-08
     4     2  -1.256423E-01  -9.033700E-08
     4     4   1.261872E+01   4.749960E-10
     5     1  -2.588465E+01  -2.138459E-05
     5     5   4.891212E+01   1.072635E-05
     6     6   2.166345E+01   2.711017E-12




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   2.044119E-01             90
     2   0.000000E+00             90
     3   5.663652E-03            180
     4   0.000000E+00             90
     5   1.025926E-01            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  2.094395E+01        Wavenumber (kL) =  9.177446E-03
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.120879E+01   4.602601E-04
     1     5  -2.587336E+01  -2.287296E-04
     2     2   3.183922E+01   1.803059E-04
     2     4  -1.198334E-01  -1.289602E-06
     3     3   1.390964E+00   7.121564E-07
     4     2  -1.260230E-01  -1.324237E-06
     4     4   1.261876E+01   9.471140E-09
     5     1  -2.588857E+01  -2.288687E-04
     5     5   4.891362E+01   1.137379E-04
     6     6   2.166345E+01   1.527319E-10




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   4.478886E-01             90
     2   0.000000E+00             90
     3   1.270737E-02            180
     4   0.000000E+00             90
     5   2.227166E-01            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  1.570796E+01        Wavenumber (kL) =  1.631546E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.122600E+01   2.401087E-03
     1     5  -2.587966E+01  -1.177692E-03
     2     2   3.184739E+01   9.501145E-04
     2     4  -1.204127E-01  -9.316920E-06
     3     3   1.391020E+00   3.849858E-06
     4     2  -1.266021E-01  -9.497641E-06
     4     4   1.261882E+01   9.313479E-08
     5     1  -2.589487E+01  -1.178427E-03
     5     5   4.891610E+01   5.779980E-04
     6     6   2.166346E+01   2.491232E-09




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   7.672346E-01             90
     2   0.000000E+00             90
     3   2.247455E-02            180
     4   0.000000E+00             90
     5   3.765489E-01            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  1.256637E+01        Wavenumber (kL) =  2.549291E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.125098E+01   8.326447E-03
     1     5  -2.588876E+01  -4.014871E-03
     2     2   3.185928E+01   3.336956E-03
     2     4  -1.212326E-01  -4.411826E-05
     3     3   1.391100E+00   1.396231E-05
     4     2  -1.274238E-01  -4.474516E-05
     4     4   1.261892E+01   5.915879E-07
     5     1  -2.590398E+01  -4.017466E-03
     5     5   4.891964E+01   1.937154E-03
     6     6   2.166346E+01   2.056007E-08




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.142958E+00             90
     2   0.000000E+00             90
     3   3.481687E-02            180
     4   0.000000E+00             90
     5   5.514665E-01            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  1.047198E+01        Wavenumber (kL) =  3.670979E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.128381E+01   2.212810E-02
     1     5  -2.590049E+01  -1.044621E-02
     2     2   3.187505E+01   9.004653E-03
     2     4  -1.223800E-01  -1.566800E-04
     3     3   1.391209E+00   3.914051E-05
     4     2  -1.285712E-01  -1.583456E-04
     4     4   1.261903E+01   2.755209E-06
     5     1  -2.591573E+01  -1.045325E-02
     5     5   4.892408E+01   4.934762E-03
     6     6   2.166346E+01   1.096817E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.552618E+00             90
     2   0.000000E+00             90
     3   4.948091E-02            180
     4   0.000000E+00             90
     5   7.334396E-01            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  8.975979E+00        Wavenumber (kL) =  4.996610E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.132299E+01   4.861587E-02
     1     5  -2.591368E+01  -2.237279E-02
     2     2   3.189439E+01   2.013701E-02
     2     4  -1.239054E-01  -4.499409E-04
     3     3   1.391348E+00   9.142896E-05
     4     2  -1.301027E-01  -4.535982E-04
     4     4   1.261917E+01   1.013523E-05
     5     1  -2.592892E+01  -2.238863E-02
     5     5   4.892867E+01   1.030314E-02
     6     6   2.166346E+01   4.295555E-07




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.972375E+00             90
     2   0.000000E+00             90
     3   6.608403E-02            180
     4   0.000000E+00             90
     5   9.082897E-01            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  7.853981E+00        Wavenumber (kL) =  6.526185E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.136420E+01   9.237164E-02
     1     5  -2.592597E+01  -4.124963E-02
     2     2   3.191569E+01   3.903605E-02
     2     4  -1.258856E-01  -1.095203E-03
     3     3   1.391514E+00   1.860522E-04
     4     2  -1.320857E-01  -1.102140E-03
     4     4   1.261937E+01   3.092187E-05
     5     1  -2.594123E+01  -4.128057E-02
     5     5   4.893231E+01   1.843431E-02
     6     6   2.166346E+01   1.331291E-06




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   2.378519E+00             90
     2   0.000000E+00             90
     3   8.410390E-02            180
     4   0.000000E+00             90
     5   1.062888E+00            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  6.981317E+00        Wavenumber (kL) =  8.259703E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.140041E+01   1.562297E-01
     1     5  -2.593410E+01  -6.736854E-02
     2     2   3.193616E+01   6.751116E-02
     2     4  -1.282999E-01  -2.331729E-03
     3     3   1.391699E+00   3.392942E-04
     4     2  -1.345002E-01  -2.343419E-03
     4     4   1.261963E+01   8.093841E-05
     5     1  -2.594937E+01  -6.742251E-02
     5     5   4.893352E+01   2.907358E-02
     6     6   2.166347E+01   3.429532E-06




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   2.748910E+00             90
     2   0.000000E+00             90
     3   1.028863E-01            180
     4   0.000000E+00             90
     5   1.186202E+00            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  6.283185E+00        Wavenumber (kL) =  1.019716E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.142302E+01   2.398421E-01
     1     5  -2.593457E+01  -9.934191E-02
     2     2   3.195193E+01   1.062056E-01
     2     4  -1.310144E-01  -4.438548E-03
     3     3   1.391881E+00   5.651538E-04
     4     2  -1.372164E-01  -4.456401E-03
     4     4   1.261994E+01   1.862423E-04
     5     1  -2.594983E+01  -9.942771E-02
     5     5   4.893106E+01   4.118269E-02
     6     6   2.166349E+01   7.590804E-06




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.064318E+00             90
     2   0.000000E+00             90
     3   1.216721E-01            180
     4   0.000000E+00             90
     5   1.270126E+00            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  5.711986E+00        Wavenumber (kL) =  1.233857E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.142335E+01   3.388397E-01
     1     5  -2.592452E+01  -1.340311E-01
     2     2   3.195870E+01   1.540593E-01
     2     4  -1.337448E-01  -7.674874E-03
     3     3   1.392036E+00   8.713235E-04
     4     2  -1.399468E-01  -7.699912E-03
     4     4   1.262033E+01   3.835940E-04
     5     1  -2.593980E+01  -1.341568E-01
     5     5   4.892415E+01   5.306690E-02
     6     6   2.166349E+01   1.477873E-05




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.309558E+00             90
     2   0.000000E+00             90
     3   1.396422E-01            180
     4   0.000000E+00             90
     5   1.310034E+00            -90
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  5.235987E+00        Wavenumber (kL) =  1.468392E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.139479E+01   4.449759E-01
     1     5  -2.590279E+01  -1.670243E-01
     2     2   3.195254E+01   2.081010E-01
     2     4  -1.360730E-01  -1.219795E-02
     3     3   1.392133E+00   1.255399E-03
     4     2  -1.422727E-01  -1.223047E-02
     4     4   1.262077E+01   7.169002E-04
     5     1  -2.591804E+01  -1.671959E-01
     5     5   4.891303E+01   6.275800E-02
     6     6   2.166350E+01   2.575771E-05




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.474385E+00             89
     2   0.000000E+00             90
     3   1.559733E-01            180
     4   0.000000E+00             90
     5   1.305000E+00            -91
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  4.833219E+00        Wavenumber (kL) =  1.723321E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.133445E+01   5.473356E-01
     1     5  -2.587023E+01  -1.935664E-01
     2     2   3.193084E+01   2.636893E-01
     2     4  -1.374559E-01  -1.797943E-02
     3     3   1.392142E+00   1.702395E-03
     4     2  -1.436476E-01  -1.801882E-02
     4     4   1.262121E+01   1.228606E-03
     5     1  -2.588546E+01  -1.937864E-01
     5     5   4.889879E+01   6.853296E-02
     6     6   2.166351E+01   4.072064E-05




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.553984E+00             89
     2   0.000000E+00             90
     3   1.699007E-01            180
     4   0.000000E+00             90
     5   1.257645E+00            -91
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  4.487989E+00        Wavenumber (kL) =  1.998644E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.124428E+01   6.343440E-01
     1     5  -2.582989E+01  -2.096626E-01
     2     2   3.189297E+01   3.151959E-01
     2     4  -1.373411E-01  -2.474926E-02
     3     3   1.392036E+00   2.184522E-03
     4     2  -1.435274E-01  -2.479401E-02
     4     4   1.262159E+01   1.946846E-03
     5     1  -2.584508E+01  -2.099288E-01
     5     5   4.888331E+01   6.938544E-02
     6     6   2.166351E+01   5.900219E-05




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.548985E+00             89
     2   0.000000E+00             90
     3   1.807771E-01            180
     4   0.000000E+00             90
     5   1.173627E+00            -91
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  4.188790E+00        Wavenumber (kL) =  2.294362E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.113086E+01   6.960047E-01
     1     5  -2.578623E+01  -2.130012E-01
     2     2   3.184057E+01   3.569809E-01
     2     4  -1.352994E-01  -3.199251E-02
     3     3   1.391802E+00   2.663721E-03
     4     2  -1.414768E-01  -3.204025E-02
     4     4   1.262182E+01   2.871457E-03
     5     1  -2.580136E+01  -2.133065E-01
     5     5   4.886866E+01   6.527918E-02
     6     6   2.166351E+01   7.901718E-05




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.464945E+00             89
     2   0.000000E+00             90
     3   1.881250E-01            180
     4   0.000000E+00             90
     5   1.060822E+00            -91
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  3.926990E+00        Wavenumber (kL) =  2.610474E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   5.100399E+01   7.257441E-01
     1     5  -2.574420E+01  -2.034146E-01
     2     2   3.177752E+01   3.844109E-01
     2     4  -1.311020E-01  -3.900838E-02
     3     3   1.391438E+00   3.096755E-03
     4     2  -1.372687E-01  -3.905636E-02
     4     4   1.262182E+01   3.963285E-03
     5     1  -2.575927E+01  -2.037476E-01
     5     5   4.885667E+01   5.710739E-02
     6     6   2.166350E+01   9.848508E-05




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.311401E+00             89
     2   0.000000E+00             90
     3   1.916711E-01            180
     4   0.000000E+00             90
     5   9.283508E-01            -91
     6   0.000000E+00             90


 ************************************************************************

 Wave period (sec) =  3.695991E+00        Wavenumber (kL) =  2.946981E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
